,atletas.apelido,atletas.apelido_abreviado,atletas.slug,atletas.jogos_num,atletas.posicao_id,atletas.preco_num,atletas.clube_id,atletas.foto,atletas.status_id,atletas.nome,atletas.media_num,atletas.variacao_num,atletas.rodada_id,atletas.atleta_id,atletas.clube.id.full.name,atletas.pontos_num,atletas.minimo_para_valorizar,CA,DS,FC,PI,SG,CV,FF,FS,G,I,A,FD,PC,FT,PS,DE,GS,GC,PP,DP
708,Nathan,Nathan,nathan,10,2,2.35,294,https://s.glbimg.com/es/sde/f/2022/05/12/de6b8729fcf47b68e0f72bfc25b2423e_FORMATO.png,6,Nathan Gabriel de Souza Mendes,1.53,0.98,38,113157,Coritiba,6.8,0.73,1.0,9.0,8.0,51.0,1.0,1.0,,12.0,,,1.0,,,,,,,,,
709,Michel,Michel,michel,0,3,2.0,275,https://s.glbimg.com/es/sde/f/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,6,Michel Augusto Modesto Rafael dos Santos,0.0,0.0,38,113159,Palmeiras,0.0,1.57,,,,,,,,,,,,,,,,,,,,
710,Lomónaco,Lomónaco,lomonaco,16,3,3.08,280,https://s.glbimg.com/es/sde/f/2022/06/02/269ea7a5ee84f815bccf1916cb6f6b72_FORMATO.png,7,Kevin Lomónaco,1.6,0.39,38,113203,Bragantino,3.4,0.83,3.0,20.0,14.0,65.0,2.0,,1.0,9.0,,1.0,,,,,,,,,,
711,Cássio,Cássio,cassio,0,1,1.0,327,https://s.glbimg.com/es/sde/f/2021/04/30/654d03002d98b0dabf6606ac306a2158_FORMATO.png,6,José Cássio Meneses da Costa ,0.0,0.0,38,113250,América-MG,0.0,0.8,,,,,,,,,,,,,,,,,,,,
712,Kevyn ,Kevyn ,kevyn,0,4,1.0,327,https://s.glbimg.com/es/sde/f/2021/04/30/032e557b820f29db1c46c062515fef99_FORMATO.png,6,Kevyn da Silva Soares,0.0,0.0,38,113252,América-MG,0.0,0.8,,,,,,,,,,,,,,,,,,,,
713,Juca Antonello,J. Antonello,juca-antonello,5,6,5.62,354,https://s.glbimg.com/es/sde/f/2022/08/17/7e19233199669b177960f86cfa511fd8_FORMATO.png,7,Juliano Roberto Antonello,3.35,0.6,38,113350,Ceará,4.65,0.49,,,,,,,,,,,,,,,,,,,,
714,Pablo Maia,P. Maia,pablo-maia,29,4,3.83,276,https://s.glbimg.com/es/sde/f/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png,7,Pablo Gonçalves Maia Fortunato,1.22,-0.28,38,113359,São Paulo,0.8,2.32,7.0,35.0,49.0,97.0,,,6.0,19.0,,,,7.0,1.0,1.0,,,,,,
715,Bruninho,Bruninho,bruninho,1,5,2.33,280,https://s.glbimg.com/es/sde/f/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png,6,Bruno Gonçalves de Jesus,1.1,0.07,38,113558,Bragantino,1.1,0.34,,1.0,,,,,,,,1.0,,,,,,,,,,
716,Ryan Luka,R. Luka,ryan-luka,0,5,1.0,262,https://s.glbimg.com/es/sde/f/2021/06/10/bef95ada5cd9dba84ebc325e0db15743_FORMATO.png,6,Ryan Luka Cordeiro de Souza,0.0,0.0,38,113667,Flamengo,0.0,0.8,,,,,,,,,,,,,,,,,,,,
717,Du Queiroz,D. Queiroz,du-queiroz,33,4,6.49,264,https://s.glbimg.com/es/sde/f/2022/04/27/0fe4496bd189cafbfb576979be860e8a_FORMATO.png,7,Eduardo Santos Queiroz,3.01,-0.66,38,113687,Corinthians,4.9,8.99,3.0,67.0,48.0,165.0,,,17.0,11.0,2.0,1.0,2.0,4.0,,1.0,,,,,,
718,Diógenes,Diógenes,diogenes,0,1,2.0,277,https://s.sde.globo.com/media/person_role/2022/03/03/fe491455b3fd9db13061adfa98fd2182_FORMATO.png,6,Diógenes Vinícius da Silva,0.0,0.0,38,113690,Santos,0.0,1.57,,,,,,,,,,,,,,,,,,,,
719,Felipe Silva,F. Silva,felipe-silva,2,3,2.48,314,https://s.glbimg.com/es/sde/f/2022/02/21/93072ab058127d5a10ce32d35f85beae_FORMATO.png,6,Felipe Florencio da Silva,3.45,0.0,38,113857,Avaí,0.0,5.29,,2.0,,5.0,1.0,,,,,,,,,,,,,,,
720,Depietri,Depietri,depietri,15,5,1.58,356,https://s.glbimg.com/es/sde/f/2022/05/12/f45da0b069dc4c621269c6f7735e27e6_FORMATO.png,6,Valentín Depietri,0.37,0.0,38,114138,Fortaleza,0.0,-0.3,,6.0,6.0,28.0,,,1.0,2.0,,,,1.0,,,,,,,,
721,Douglas Mendes,D. Mendes,douglas-mendes,1,3,2.23,280,https://s.sde.globo.com/media/person_role/2022/08/08/13c02821040d26f757e8894f3d0aabb7_FORMATO.png,6,Douglas Mendes Moreira,0.0,0.0,38,114311,Bragantino,0.0,0.34,,1.0,,2.0,,,,,,,,,1.0,,,,,,,
722,Jader,Jader,jader,0,4,4.0,293,https://s.glbimg.com/es/sde/f/2021/08/28/b1890f6a2535a6bafcc1d65d242e3de6_FORMATO.png,6,Jader Barbosa da Silva Gentil,0.0,0.0,38,114335,Athlético-PR,0.0,3.11,,,,,,,,,,,,,,,,,,,,
723,Lucas Pires,L. Pires,lucas-pires,20,2,8.18,277,https://s.glbimg.com/es/sde/f/2022/03/03/c7764ba0e1e296d7a8c36021c67a9107_FORMATO.png,7,Lucas Pires Silva,2.72,0.44,38,114374,Santos,3.9,1.96,2.0,38.0,16.0,244.0,4.0,1.0,8.0,10.0,,1.0,,5.0,,2.0,,,,,,
724,Juan Pablo,J. Pablo,juan-pablo,4,2,3.23,290,https://s.glbimg.com/es/sde/f/2022/05/13/d5f393c2bc737b4b3cc94a7710bdeaf9_FORMATO.png,6,Juan Pablo Vilela Tavares,4.92,0.0,38,114497,Goiás,0.0,4.65,,6.0,6.0,15.0,3.0,,1.0,,,,,,,,,,,,,
725,Cleiton,Cleiton,cleiton,1,3,1.51,262,https://s.glbimg.com/es/sde/f/2022/04/25/7291f9193cdbd0c264bbbf2610f2a5fa_FORMATO.png,6,Cleiton Santana dos Santos,0.0,0.0,38,114790,Flamengo,0.0,0.27,,,,,,,,,,,,,,,,,,,,
726,Vitor Roque,V. Roque,vitor-roque,28,5,7.42,293,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/04/13/59faf7245c4ab4b19c4800e95b221dbb_FORMATO.png,7,Vitor Hugo Roque Ferreira,3.93,1.31,38,114802,Athlético-PR,10.0,2.86,6.0,23.0,30.0,35.0,,,13.0,41.0,5.0,5.0,1.0,12.0,,2.0,5.0,,,,,
727,Luciano,Luciano,luciano,0,4,2.0,280,https://s.glbimg.com/es/sde/f/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png,6,Luciano Silva Santos,0.0,0.0,38,114888,Bragantino,0.0,1.57,,,,,,,,,,,,,,,,,,,,
728,Caio Hila,C. Hila,caio-hila,0,2,1.0,1371,https://s.glbimg.com/es/sde/f/2022/02/23/23b11c9392056eda52cf2816d37b89a0_FORMATO.png,6,Caio César Amorim Hila,0.0,0.0,38,114892,Cuiabá,0.0,0.8,,,,,,,,,,,,,,,,,,,,
729,Peruchi,Peruchi,peruchi,0,1,1.0,1371,https://s.sde.globo.com/media/person_role/2022/10/08/photo_FORMATO_AjQwB7x.png,6,Vinicius Pasquini Peruchi,0.0,0.0,38,114893,Cuiabá,0.0,0.8,,,,,,,,,,,,,,,,,,,,
730,Miguelito,Miguelito,miguelito,2,4,1.04,277,https://s.sde.globo.com/media/person_role/2022/04/26/dec84fd4e898099c855552a8e4016350_FORMATO.png,6,Miguel Àngel Terceros,0.55,0.0,38,115025,Santos,0.0,0.38,,,,1.0,,,,,,,,1.0,,,,,,,,
731,Thauan Lara,T. Lara,thauan-lara,5,2,1.62,285,https://s.glbimg.com/es/sde/f/2022/04/02/5d726b8f94648d84abb8f41592046ce6_FORMATO.png,6,Thauan Lara dos Santos,1.54,0.0,38,115061,Internacional,0.0,4.25,1.0,3.0,5.0,17.0,1.0,,1.0,5.0,,,,,,,,,,,,
732,Matheus França,M. França,matheus-franca,16,4,2.78,262,https://s.glbimg.com/es/sde/f/2022/04/25/52035534eea583575956f43e6e6dc166_FORMATO.png,6,Matheus França de Oliveira,3.46,0.0,38,115100,Flamengo,0.0,2.62,1.0,16.0,13.0,54.0,,,11.0,4.0,4.0,,,3.0,,,,,,,,
733,Caio,Caio,caio,0,5,1.0,276,https://s.glbimg.com/es/sde/f/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,5,Caio Matheus da Silva,0.0,0.0,38,115227,São Paulo,0.0,0.8,,,,,,,,,,,,,,,,,,,,
734,Wesley,Wesley,wesley,0,2,1.0,262,https://s.glbimg.com/es/sde/f/2021/12/05/8fcf55ad052505872e3e5e1a9a855e72_FORMATO.png,6,Wesley Vinícius França Lima,0.0,0.0,38,115239,Flamengo,0.0,0.8,,,,,,,,,,,,,,,,,,,,
735,Naves,Naves,naves,2,4,0.73,275,https://s.glbimg.com/es/sde/f/2022/04/06/c9e4adc1f61472c24308d45dc3778f10_FORMATO.png,6,Kaiky Marques Naves,-0.5,0.0,38,115246,Palmeiras,0.0,0.19,,,3.0,1.0,,,,,,,,,,,,,,,,
736,Kaique,Kaique,kaique,0,1,1.0,275,https://s.glbimg.com/es/sde/f/2022/04/06/42c5ad338bd56af0c7eeb86e91a85304_FORMATO.png,6,Kaique Pereira Azarias,0.0,0.0,38,115247,Palmeiras,0.0,0.8,,,,,,,,,,,,,,,,,,,,
737,Jhonatan,Jhonatan,jhonatan,0,4,1.0,275,https://s.glbimg.com/es/sde/f/2022/02/21/f581287c6b927db9eda0862d313afcf5_FORMATO.png,6,Jhonatan dos Santos Rosa,0.0,0.0,38,115248,Palmeiras,0.0,0.8,,,,,,,,,,,,,,,,,,,,
738,Jean,Jean,jean,0,5,1.0,373,https://s.glbimg.com/es/sde/f/2022/03/03/3b51db8f65383d2dcdd685c69f8c82a1_FORMATO.png,6,Jean Carlos Albino Bonora,0.0,0.0,38,115269,Atlético-GO,0.0,0.8,,,,,,,,,,,,,,,,,,,,
739,Habraão,Habraão,habraao,5,3,1.79,356,https://s.glbimg.com/es/sde/f/2022/05/12/79c1454b609937a5b20a3a0b549b4f9f_FORMATO.png,6,Habraão Lincon do Nascimento Saraiva,5.66,0.0,38,115270,Fortaleza,0.0,-0.55,,3.0,5.0,14.0,3.0,,3.0,4.0,1.0,,,1.0,1.0,,,,,,,
740,Isaac,Isaac,isaac,0,4,1.0,373,https://s.glbimg.com/es/sde/f/2022/03/03/6f52ecb0f50d779aa6d3a2dedf8c2332_FORMATO.png,6,Isaac Souza Valença,0.0,0.0,38,115272,Atlético-GO,0.0,0.8,,,,,,,,,,,,,,,,,,,,
741,Emersonn,Emersonn,emersonn,0,5,1.0,293,https://s.glbimg.com/es/sde/f/2021/12/09/ef22051bd5702578dd49c2ea6d4bc4d8_FORMATO.png,6,Emersonn Correia da Silva,0.0,0.0,38,115273,Athlético-PR,0.0,0.8,,,,,,,,,,,,,,,,,,,,
742,Rwan,Rwan,rwan,15,5,2.86,277,https://s.glbimg.com/es/sde/f/2022/03/03/87ee12224aa1dccc15149c42181e9432_FORMATO.png,6,Rwan Philipe Rodrigues de Souza Cruz,2.23,-0.19,38,115404,Santos,-0.1,1.32,1.0,7.0,8.0,30.0,,,3.0,11.0,2.0,2.0,,4.0,,1.0,,,,,,
743,Ceballos,Ceballos,ceballos,15,3,4.45,356,https://s.glbimg.com/es/sde/f/2022/05/12/74e0c34f6d9685b4e494c70171746de9_FORMATO.png,6,Brayan Andrés Ceballos Jiménez,3.33,0.0,38,115502,Fortaleza,0.0,5.43,5.0,27.0,14.0,69.0,5.0,1.0,6.0,3.0,,1.0,,2.0,,1.0,,,,,,
744,Yan Souto,Y. Souto,yan-souto,7,3,3.25,290,https://s.glbimg.com/es/sde/f/2022/04/05/9fcc839762fbeec9574032b56e3d8717_FORMATO.png,6,Yan da Cruz Souto,2.45,0.0,38,115511,Goiás,0.0,5.52,2.0,6.0,8.0,33.0,2.0,,2.0,2.0,1.0,,,,3.0,,,,,,,
745,Marcos Victor,M. Victor,marcos-victor,5,3,1.93,354,https://s.glbimg.com/es/sde/f/2022/02/22/d59ebbd8a4c8faf0f57568c90cebfab3_FORMATO.png,7,Marcos Victor Ferreira da Silva,3.12,-0.44,38,115537,Ceará,-0.4,1.91,2.0,10.0,3.0,7.0,1.0,,1.0,3.0,,1.0,,,,,,,,,,
746,Arthur,Arthur,arthur,7,2,1.95,327,https://s.glbimg.com/es/sde/f/2022/02/25/c6817b08df85a9bc6e6454cad217aaf5_FORMATO.png,6,Arthur Augusto de Matos Soares,2.35,0.0,38,115562,América-MG,0.0,4.62,2.0,6.0,11.0,20.0,3.0,,2.0,,,,,,,,,,,,,
747,Rodriguinho,Rodriguinho,rodriguinho,4,4,1.01,327,https://s.glbimg.com/es/sde/f/2022/02/24/cbc12bdc877ddabea0be444ea145a8d6_FORMATO.png,6,Rodrigo Henrique Santos de Souza,1.05,0.0,38,115563,América-MG,0.0,0.33,2.0,5.0,5.0,16.0,,,1.0,5.0,,,,,,,,,,,,
748,Marcos Paulo,M. Paulo,marcos-paulo,1,2,0.9,262,https://s.glbimg.com/es/sde/f/2022/03/04/163bb035161f168ad4246ebed7e88031_FORMATO.png,6,Marcos Paulo Lima Batista Silva,0.4,0.0,38,115594,Flamengo,0.0,0.85,1.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,
749,Gabriel Delfim,G. Delfim,gabriel-delfim,0,1,1.0,282,https://s.glbimg.com/es/sde/f/2022/07/15/6611bdd061ed54c0fbe7137734a3699c_FORMATO.png,6,Gabriel Delfim Ferreira,0.0,0.0,38,115674,Atlético-MG,0.0,0.8,,,,,,,,,,,,,,,,,,,,
750,Diego,Diego,diego,7,2,2.14,294,https://s.glbimg.com/es/sde/f/2022/04/04/a1f3583beb3a0b68c126affa095666ee_FORMATO.png,6,Diego Porfirio da Silva,3.03,0.0,38,115678,Coritiba,0.0,-0.75,1.0,14.0,3.0,47.0,2.0,1.0,2.0,5.0,,1.0,,,,,,,,,,
751,Gabriel Tota,G. Tota,gabriel-tota,6,4,1.86,286,https://s.glbimg.com/es/sde/f/2022/03/03/092de08c75d428ac15be8a46a64c60f2_FORMATO.png,7,Gabriel Ferreira Neris,1.05,0.89,38,115791,Juventude,5.6,0.14,2.0,4.0,7.0,9.0,,,2.0,5.0,,,,2.0,,,,,,,,
752,Macaé,Macaé,macae,0,4,1.0,314,https://s.glbimg.com/es/sde/f/2022/02/23/bb984d9dc5f15f3b6b95e0024bd88b17_FORMATO.png,6,Arthur Neves Scheles,0.0,0.0,38,115792,Avaí,0.0,0.8,,,,,,,,,,,,,,,,,,,,
753,Juan Ojeda,J. Ojeda,juan-ojeda,0,3,3.0,1371,https://s.glbimg.com/es/sde/f/2022/02/23/329e0ce48997a983d07303483e540281_FORMATO.png,6,Juan Miguel Ojeda Gauto,0.0,0.0,38,115830,Cuiabá,0.0,2.34,,,,,,,,,,,,,,,,,,,,
754,Gabriel Ruggeri,G. Ruggeri,gabriel-ruggeri,0,2,2.0,290,https://s.glbimg.com/es/sde/f/2022/03/10/46af53a0646102ee53d5d4a76af63dfb_FORMATO.png,6,Gabriel Ruggeri Silva,0.0,0.0,38,115867,Goiás,0.0,1.57,,,,,,,,,,,,,,,,,,,,
755,Endrick,Endrick,endrick,6,5,3.5,275,https://s.glbimg.com/es/sde/f/2022/07/22/95c2ad3c4a89548c59eb5176f599e1b4_FORMATO.png,7,Endrick Felipe Moreira de Sousa,3.68,-0.8,38,115959,Palmeiras,-1.0,3.94,1.0,2.0,9.0,8.0,,,3.0,4.0,1.0,4.0,1.0,6.0,,,,,,,,
756,Denilson,Denilson,denilson,12,4,2.55,1371,https://s.sde.globo.com/media/person_role/2022/10/15/photo_FORMATO_sqKxYTo.png,7,Denilson Alves Borges,1.94,0.35,38,115986,Cuiabá,3.2,1.4,4.0,21.0,19.0,43.0,,,5.0,16.0,,,,,,,,,,,,
757,Adyson,Adyson,adyson,0,5,1.0,327,https://s.glbimg.com/es/sde/f/2022/02/25/816e31c3a9501bc4cafc2ef28de0e625_FORMATO.png,6,Adyson do Nascimento Soares,0.0,0.0,38,115998,América-MG,0.0,0.8,,,,,,,,,,,,,,,,,,,,
758,Matheus Gonçalves,M. Gonçalves,matheus-goncalves,3,4,0.76,262,,6,Matheus Gonçalves Martins,-0.3,0.0,38,116012,Flamengo,0.0,0.64,,,,8.0,,,,,,1.0,,,,,,,,,,
759,Igor Jesus,I. Jesus,igor-jesus,3,4,0.78,262,https://s.glbimg.com/es/sde/f/2022/03/04/80531a65a2f26cf1f02f11efccb065e5_FORMATO.png,6,Igor Jesus Lima,0.37,0.0,38,116013,Flamengo,0.0,0.22,,1.0,,1.0,,,,,,,,,,,,,,,,
760,Diegão,Diegão,diegao,0,3,1.0,262,,6,Diego Damasceno dos Santos,0.0,0.0,38,116020,Flamengo,0.0,0.8,,,,,,,,,,,,,,,,,,,,
761,Kayke David,K. David,kayke-david,1,4,1.29,262,https://s.glbimg.com/es/sde/f/2022/03/04/1446ee1078753d7fb9e4af8bd4eb0fc1_FORMATO.png,6,Kayke David Pereira,2.7,0.0,38,116021,Flamengo,0.0,2.55,,1.0,,,,,,3.0,,,,,,,,,,,,
762,Petterson,Petterson,petterson,2,5,0.75,262,,6,Petterson Novaes Reis,-0.2,0.0,38,116025,Flamengo,0.0,0.31,,,1.0,1.0,,,,,,,,,,,,,,,,
763,Victor Hugo,V. Hugo,victor-hugo,20,4,3.23,262,https://s.sde.globo.com/media/person_role/2022/04/27/fe19307b5221c38cbe407f4f65e38e0b_FORMATO.png,6,Victor Hugo Gomes Silva,2.94,0.0,38,116034,Flamengo,0.0,2.0,1.0,18.0,5.0,59.0,,,6.0,13.0,2.0,1.0,3.0,3.0,,,,,,,,
764,José Hugo,J. Hugo,jose-hugo,12,5,2.13,294,https://s.glbimg.com/es/sde/f/2022/04/13/1a74e02e1bb55b5af8b1d0a3465e6931_FORMATO.png,6,José Hugo Sousa dos Santos,2.23,0.12,38,116056,Coritiba,1.3,0.54,,8.0,6.0,22.0,,,4.0,15.0,1.0,,,2.0,,,,,,,,
765,Nicolas,Nicolas,nicolas,0,2,1.0,286,https://s.glbimg.com/es/sde/f/2022/03/03/127b2ef745d8d8ce07263510d07af046_FORMATO.png,6,Nicolas Arno Luft,0.0,0.0,38,116074,Juventude,0.0,0.8,,,,,,,,,,,,,,,,,,,,
766,Arthur,Arthur,arthur,0,1,1.0,286,https://s.glbimg.com/es/sde/f/2022/03/03/63f61e57755d004bee8679580bd46491_FORMATO.png,6,Arthur de Bem Ribas,0.0,0.0,38,116083,Juventude,0.0,0.8,,,,,,,,,,,,,,,,,,,,
767,João Moreira,J. Moreira,joao-moreira,4,2,2.57,276,https://s.glbimg.com/es/sde/f/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_FORMATO.png,5,João Moreira Sanmartin Souza,3.05,0.0,38,116137,São Paulo,0.0,1.18,1.0,4.0,5.0,14.0,1.0,,1.0,3.0,,,1.0,,1.0,,,,,,,
768,Pedro Igor ,P. Igor,pedro-igor,0,5,2.0,354,https://s.glbimg.com/es/sde/f/2022/04/30/1918ff24fba4db581fc0c8eb04e60090_FORMATO.png,6,Pedro Igor de Souza Carneiro Martins,0.0,0.0,38,116192,Ceará,0.0,1.57,,,,,,,,,,,,,,,,,,,,
769,Samuel,Samuel,samuel,0,5,1.0,373,https://s.glbimg.com/es/sde/f/2022/03/03/6e641846feccea3c27ecd65c606013d9_FORMATO.png,6,Adson Samuel Nunes dos Santos,0.0,0.0,38,116314,Atlético-GO,0.0,0.8,,,,,,,,,,,,,,,,,,,,
770,Hércules,Hércules,hercules,27,4,4.76,356,https://s.glbimg.com/es/sde/f/2022/05/12/6429cedc69ac434a2c09ab6caf1f83c7_FORMATO.png,7,Hércules Pereira do Nascimento,3.16,-0.9,38,116447,Fortaleza,2.9,8.51,1.0,33.0,17.0,98.0,,,13.0,10.0,4.0,1.0,1.0,8.0,,,,,,,,
771,Fabrício Bento,F. Bento,fabricio-bento,4,6,9.71,314,https://s.sde.globo.com/media/person_role/2022/02/11/e6d7ac3f9e6ce20d09e28ae68d87b5a7_FORMATO.png,6,Fabrício Bento da Cunha,3.99,0.0,38,116522,Avaí,0.0,8.03,,,,,,,,,,,,,,,,,,,,
772,Lucas Gazal,L. Gazal,lucas-gazal,15,3,1.79,373,https://s.glbimg.com/es/sde/f/2022/07/22/de95b3fbede3ee5abdf1c4f555c03bb6_FORMATO.png,7,Lucas Xavier Gazal,0.99,0.08,38,116589,Atlético-GO,1.6,1.28,1.0,7.0,19.0,76.0,2.0,1.0,3.0,2.0,1.0,1.0,,2.0,,,,,,,,
773,Jhonny,Jhonny,jhonny,0,2,1.0,266,https://s.glbimg.com/es/sde/f/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png,6,Jhonny Cardinoti Pedro,0.0,0.0,38,116825,Fluminense,0.0,0.8,,,,,,,,,,,,,,,,,,,,
774,Vitor Hugo,V. Hugo,vitor-hugo,1,5,0.73,290,https://s.glbimg.com/es/sde/f/2022/06/15/e9a4232ccc1b1549eab9baa7148aec27_FORMATO.png,6,Vitor Hugo da Silva Gonçalves,-0.1,0.0,38,116834,Goiás,0.0,0.47,,,,1.0,,,,,,,,,,,,,,,,
775,Reginaldo,Reginaldo,reginaldo,0,5,1.0,290,https://s.sde.globo.com/media/person_role/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png,6,Reginaldo dos Santos Moreira,0.0,0.0,38,116835,Goiás,0.0,0.8,,,,,,,,,,,,,,,,,,,,
776,Popó,Popó,popo,9,5,3.08,280,https://s.sde.globo.com/media/person_role/2022/08/12/b342efbec53382216329d7fc3ebf0b47_FORMATO.png,6,Werik Silva Pinto,3.82,0.0,38,116994,Bragantino,0.0,-0.7,5.0,5.0,15.0,14.0,,,11.0,6.0,3.0,1.0,,3.0,,,,,,,,
777,Pedrinho,Pedrinho,pedrinho,1,5,0.74,262,https://s.sde.globo.com/media/person_role/2022/09/27/photo_220x220_1oFhhWx.png,6,Pedro Henrique Fonseca de Araújo Martins,0.0,0.0,38,117112,Flamengo,0.0,0.5,,,,,,,,,,,,,,,,,,,,
778,Lucas Ramires,L. Ramires,lucas-ramires,1,3,0.74,286,https://s.glbimg.com/es/sde/f/2022/03/03/eb8c8371f6fca1507410ac29d7eec0b6_FORMATO.png,6,Lucas Pereira Ramires Constante,-2.2,-0.26,38,117199,Juventude,-2.2,0.8,1.0,,,2.0,,,,,,,,,1.0,,,,,,,
779,Robert Renan,R. Renan,robert-renan,9,3,2.2,264,https://s.glbimg.com/es/sde/f/2022/03/11/8dd73ea0b46a5ae62fca694e1dc2afa9_FORMATO.png,7,Robert Renan Alves Barbosa,3.18,0.76,38,117330,Corinthians,6.5,1.93,2.0,16.0,6.0,43.0,3.0,,2.0,2.0,,,,,,,,,,,,
780,Gabryel Martins,G. Martins,gabryel-martins,0,5,1.0,266,,6,Gabryel da Silva Martins,0.0,0.0,38,117335,Fluminense,0.0,0.8,,,,,,,,,,,,,,,,,,,,
781,Cipriano,Cipriano,cipriano,0,3,1.0,266,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/09/03/photo_FORMATO.png,6,João Luiz da Silva Cipriano,0.0,0.0,38,117336,Fluminense,0.0,0.8,,,,,,,,,,,,,,,,,,,,
782,Kawan,Kawan,kawan,0,3,1.0,263,https://s.glbimg.com/es/sde/f/2022/05/04/53923487da15da09cccfd077e342fab3_FORMATO.png,6,Kawan Thomaz Reis de Moraes,0.0,0.0,38,117343,Botafogo,0.0,0.8,,,,,,,,,,,,,,,,,,,,
783,Léo Maná,L. Maná,leo-mana,1,2,1.09,264,https://s.glbimg.com/es/sde/f/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,6,Leonardo Mana Hernandes,1.9,0.0,38,117459,Corinthians,0.0,1.72,,2.0,,5.0,,,,,,,,,,,,,,,,
784,Galoppo,Galoppo,galoppo,12,4,6.46,276,https://s.glbimg.com/es/sde/f/2022/07/26/2ca20d35cbccce7d03bb8c585af8fddc_FORMATO.png,7,Giuliano Galoppo,2.49,1.25,38,117579,São Paulo,10.3,3.12,3.0,12.0,13.0,59.0,,,8.0,5.0,1.0,,,7.0,,1.0,,,,,,
785,Young,Young,young,0,1,1.0,276,https://s.glbimg.com/es/sde/f/2022/06/09/a86b56def70c12bfc279ed57d8082355_FORMATO.jpeg,6,Young Navarro Moraes,0.0,0.0,38,117818,São Paulo,0.0,0.8,,,,,,,,,,,,,,,,,,,,
786,Luizão,Luizão,luizao,12,3,2.2,276,https://s.glbimg.com/es/sde/f/2022/05/15/eae05816cbdd8d3baa72d189ff569c87_FORMATO.png,6,Luiz Gustavo Oliveira da Silva,3.27,0.0,38,117819,São Paulo,0.0,1.17,3.0,19.0,8.0,42.0,3.0,,,4.0,1.0,,,1.0,,,,,,,,
787,Giovane,Giovane,giovane,9,5,1.15,264,https://s.glbimg.com/es/sde/f/2022/04/10/9eb2577dedd89c266c2eeaf15cdf800a_FORMATO.png,6,Giovane Santana do Nascimento,0.42,-0.17,38,117849,Corinthians,0.1,1.13,2.0,4.0,8.0,22.0,,,1.0,3.0,,1.0,,2.0,,,1.0,,,,,
788,Sebastian Joffre,S. Joffre,sebastian-joffre,0,5,2.0,263,https://s.glbimg.com/es/sde/f/2022/04/13/b76a4684338b807e13de0a0f1473653e_FORMATO.png,6,Jhalmar Sebastian Joffre Soliz,0.0,0.0,38,117866,Botafogo,0.0,1.57,,,,,,,,,,,,,,,,,,,,
789,Estevão,Estevão,estevao,8,4,0.89,285,https://s.glbimg.com/es/sde/f/2022/04/19/9dbe5edaeb65550ab441717b0e0e3349_FORMATO.png,6,Estevão Barreto de Oliveira,0.55,0.02,38,117870,Internacional,1.6,1.45,,2.0,2.0,9.0,,,1.0,3.0,,,,1.0,,,,,,,,
790,Wesley,Wesley,wesley,1,5,0.73,264,https://s.glbimg.com/es/sde/f/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png,5,Wesley Gassova Ribeiro Teixeira,-0.3,0.0,38,117909,Corinthians,0.0,0.27,,,1.0,,,,,,,,,,,,,,,,,
791,Breno Bidon,B. Bidon,breno-bidon,0,4,1.0,264,https://s.glbimg.com/es/sde/f/2022/04/19/5aab366dff88f381cc1af3b3ace6419b_FORMATO.png,6,Breno de Souza Bidon,0.0,0.0,38,117910,Corinthians,0.0,0.8,,,,,,,,,,,,,,,,,,,,
792,Léo Dourado,L. Dourado,leo-dourado,0,3,1.0,293,https://s.glbimg.com/es/sde/f/2022/04/20/65e5a2ee973bf4eab96f17afb6454113_FORMATO.png,6,Leonardo Estigarribia Ferreira,0.0,0.0,38,117966,Athlético-PR,0.0,0.8,,,,,,,,,,,,,,,,,,,,
793,Luiz Henrique,L. Henrique,luiz-henrique,0,4,1.0,276,https://s.glbimg.com/es/sde/f/2022/05/03/aebadf5f37c2408be749646adf161f9b_FORMATO.png,6,Luiz Henrique Rosa Roque da Paz,0.0,0.0,38,118092,São Paulo,0.0,0.8,,,,,,,,,,,,,,,,,,,,
794,Léo Silva,L. Silva,leo-silva,0,4,1.0,276,https://s.glbimg.com/es/sde/f/2022/05/03/dba51c520a148f72bdbcec428b7cb580_FORMATO.png,6,Leonardo de Almeida Silva,0.0,0.0,38,118093,São Paulo,0.0,0.8,,,,,,,,,,,,,,,,,,,,
