,atletas.apelido_abreviado,atletas.foto,atletas.pontos_num,atletas.jogos_num,atletas.variacao_num,atletas.rodada_id,atletas.status_id,atletas.preco_num,atletas.atleta_id,atletas.clube.id.full.name,atletas.entrou_em_campo,atletas.slug,atletas.clube_id,atletas.apelido,atletas.nome,atletas.media_num,atletas.posicao_id,A,CA,DS,FC,FD,FF,FS,G,I,SG,FT,PS,DE,GS,CV,V,PP,DP,PC,GC
668,K. Kenji,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,2,0.0,29,6,1.09,137542,CRU,False,kaique-kenji,283,Kaique Kenji,Kaique Kenji Takamura Correa,0.5,5,,,,,,,2.0,,,,,,,,,,,,,
669,C. Sampaio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5.2,8,0.85,29,7,4.59,137618,INT,True,clayton-sampaio,285,Clayton Sampaio,Clayton Sampaio Pereira,2.81,3,,2.0,7.0,9.0,2.0,1.0,1.0,,,2.0,1.0,,,,,,,,,
670,Palacios,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,2,0.0,29,6,1.7,138021,RBB,False,palacios,280,Palacios,Sergio Stevan Palacios Zapata,1.3,3,,2.0,,3.0,,,1.0,,,1.0,,,,,,,,,,
671,Figueiredo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,0,0.0,29,5,2.0,139001,PAL,False,figueiredo,275,Figueiredo,Vitor dos Santos Figueiredo,0.0,4,,,,,,,,,,,,,,,,,,,,
672,F. Luís,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,7.51,28,-0.3,29,7,12.89,139076,FLA,True,filipe-luis,262,Filipe Luís,Filipe Luís Kasmirski,7.16,6,,,,,,,,,,,,,,,,18.0,,,,
673,P. Kauã,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,0,0.0,29,6,1.0,139200,INT,False,pedro-kaua,285,Pedro Kauã,Pedro Kauã Rodrigues Machado,0.0,3,,,,,,,,,,,,,,,,,,,,
674,K. Prates,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6.5,5,1.17,29,7,4.6,139345,CRU,True,kaua-prates,283,Kauã Prates,Kauã Prates de Almeida,3.84,2,,1.0,4.0,4.0,,,1.0,,1.0,3.0,,,,,,,,,,
675,C. Maia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,0,0.0,29,5,2.0,139455,CAM,False,caio-maia,282,Caio Maia,Caio da Silva Maia,0.0,5,,,,,,,,,,,,,,,,,,,,
676,J. Marcelo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,7,0.0,29,6,3.46,140364,CAM,False,joao-marcelo,282,João Marcelo,João Marcelo Soares de Freitas,1.51,5,1.0,,1.0,3.0,3.0,2.0,,,2.0,,,,,,,,,,,
677,R. Felipe,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,5,0.0,29,6,3.43,140484,FLU,False,riquelme-felipe,266,Riquelme Felipe,Riquelme Felipe Silva de Almeida,1.0,5,,,2.0,1.0,,1.0,3.0,,,,,,,,,,,,,
678,J. Victor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,0,0.0,29,6,2.0,140492,FLA,False,joao-victor,262,João Victor,João Victor de Souza Cunha,0.0,3,,,,,,,,,,,,,,,,,,,,
679,J. Alves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,0,0.0,29,6,1.0,140494,FLA,False,joao-alves,262,João Alves,João Victor Alves Ferreira,0.0,4,,,,,,,,,,,,,,,,,,,,
680,R. Francisco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,7,0.0,29,5,3.62,140542,SAO,False,ryan-francisco,276,Ryan Francisco,Ryan Francisco Rodrigues dos Santos Silva,2.69,5,,,,4.0,,2.0,5.0,2.0,1.0,,,,,,,,,,,
681,D. Martins,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,0,0.0,29,6,1.0,140726,BAH,False,david-martins,265,David Martins,David Martins Almeida de Lira,0.0,4,,,,,,,,,,,,,,,,,,,,
682,D. Gomes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,4,0.0,29,6,2.93,140906,RBB,False,davi-gomes,280,Davi Gomes,Davi Gomes de Alvarenga,3.3,5,,,1.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,
683,B. Bertinato,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,0,0.0,29,6,2.0,140908,MIR,False,bruno-bertinato,2305,Bruno Bertinato,Bruno Oliveira Bertinato,0.0,1,,,,,,,,,,,,,,,,,,,,
684,K. Borges,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,0,0.0,29,6,1.0,141039,FLU,False,kaio-borges,266,Kaio Borges,Kaio Borges Correa,0.0,2,,,,,,,,,,,,,,,,,,,,
685,D. Schuindt,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,2,0.0,29,6,1.24,141040,FLU,False,davi-schuindt,266,Davi Schuindt,Davi Duarte Schuindt,0.7,3,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
686,K. Branco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,0,0.0,29,6,1.0,141084,BOT,False,kaua-branco,263,Kauã Branco,Kauã Oliveira Branco,0.0,3,,,,,,,,,,,,,,,,,,,,
687,Robert,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,0,0.0,29,6,1.0,141125,CAM,False,robert,282,Robert,Robert Pinto Alves Assunção,0.0,1,,,,,,,,,,,,,,,,,,,,
688,Vitão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,0,0.0,29,6,1.0,141131,CAM,False,vitao,282,Vitão,Vitor Fernandes Chaves Teixeira,0.0,3,,,,,,,,,,,,,,,,,,,,
689,Z. Phelipe,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,0,0.0,29,6,1.0,141138,CAM,False,ze-phelipe,282,Zé Phelipe,José Phelipe dos Santos Dutra,0.0,4,,,,,,,,,,,,,,,,,,,,
690,M. Iseppe,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,1,0.0,29,6,2.53,141139,CAM,False,mateus-iseppe,282,Mateus Iseppe,Mateus José Iseppe,2.0,4,,,1.0,,,,1.0,,,,,,,,,,,,,
691,Davi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,0,0.0,29,6,2.0,141145,SPT,False,davi,292,Davi,Davi Medeiros Serrano Lira,0.0,1,,,,,,,,,,,,,,,,,,,,
692,Rafinha,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,0,0.0,29,6,1.0,141150,SPT,False,rafinha,292,Rafinha,Rafael Lima da Silva,0.0,3,,,,,,,,,,,,,,,,,,,,
693,Felipinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,0,0.0,29,6,3.0,141151,SPT,False,felipinho,292,Felipinho,Felipe Gabriel dos Santos Silva,0.0,2,,,,,,,,,,,,,,,,,,,,
694,Riquelme,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,0,0.0,29,6,1.0,141153,SPT,False,riquelme,292,Riquelme,Riquelme Felipe da Silva de Oliveira,0.0,3,,,,,,,,,,,,,,,,,,,,
695,F. Gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,0,0.0,29,6,1.0,141154,SPT,False,felype-gabriel,292,Felype Gabriel,Felype Gabriel Alencar Carvalho,0.0,3,,,,,,,,,,,,,,,,,,,,
696,Adriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,0,0.0,29,6,1.0,141156,SPT,False,adriel,292,Adriel,Adriel Gomes do Nascimento,0.0,4,,,,,,,,,,,,,,,,,,,,
697,Breno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,0,0.0,29,6,2.0,141158,SPT,False,breno,292,Breno,Breno José da Silva Santos,0.0,4,,,,,,,,,,,,,,,,,,,,
698,Z. Lucas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.0,23,-0.05,29,7,5.05,141160,SPT,True,ze-lucas,292,Zé Lucas,José Lucas Gomes da Silva,2.81,4,,4.0,36.0,29.0,4.0,8.0,25.0,,2.0,,,,,,,,,,,
699,Gago,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,0,0.0,29,6,1.0,141161,SPT,False,gago,292,Gago,Luiz Henrique Duarte Batista,0.0,4,,,,,,,,,,,,,,,,,,,,
700,Jefinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,1,0.0,29,6,1.99,141162,SPT,False,jefinho,292,Jefinho,Jefferson Borges do Nascimento,2.8,4,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
701,K. Queiroz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.6,1,0.34,29,6,3.34,141401,FOR,True,kayke-queiroz,356,Kayke Queiroz,Kayke Gouvêa Queiroz,1.6,5,,,,,,2.0,,,,,,,,,,,,,,
702,Avellar,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,0,0.0,29,6,1.0,141405,VAS,False,avellar,267,Avellar,Riquelme Avellar da Silva Fortes,0.0,2,,,,,,,,,,,,,,,,,,,,
703,F. Lippert,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,1,0.0,29,6,1.5,141419,BAH,False,fredi-lippert,265,Fredi Lippert,Frederico Lippert Neto Gomes,1.7,3,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
704,G. Cintra,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,0,0.0,29,6,1.0,141433,FLU,False,gustavo-cintra,266,Gustavo Cintra,Gustavo Cintra Rocha,0.0,3,,,,,,,,,,,,,,,,,,,,
705,Allan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.5,19,-1.63,29,6,4.77,141451,PAL,True,allan,275,Allan,Allan Andrade Elias,3.18,4,2.0,,22.0,6.0,4.0,6.0,9.0,1.0,,,,,,,1.0,,,,,
706,Atencio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.6,16,0.32,29,6,3.37,141453,SPT,True,atencio,292,Atencio,Rodrigo Uriel Atencio,0.91,4,,1.0,1.0,5.0,4.0,6.0,6.0,,,,1.0,,,,,,,,,
707,B. Jacob,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,0,0.0,29,6,1.0,141465,INT,False,bernardo-jacob,285,Bernardo Jacob,Bernardo Jacob Ferreira,0.0,4,,,,,,,,,,,,,,,,,,,,
708,Pablo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,0,0.0,29,6,1.0,141467,INT,False,pablo,285,Pablo,Pablo Pereira da Costa,0.0,2,,,,,,,,,,,,,,,,,,,,
709,L. Prior,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,11,0.0,29,6,3.93,141526,FOR,False,lucca-prior,356,Lucca Prior,Lucca Prior Pimenta,3.41,4,,1.0,10.0,12.0,2.0,3.0,13.0,2.0,2.0,,,,,,,,,,,
710,Índio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,0,0.0,29,6,1.0,141551,CAM,False,indio,282,Índio,Hendel dos Santos Nascimento,0.0,4,,,,,,,,,,,,,,,,,,,,
711,G. Mec,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,0,0.0,29,6,2.0,141595,GRE,False,gabriel-mec,284,Gabriel Mec,Gabriel Ferreira de Carvalho,0.0,5,,,,,,,,,,,,,,,,,,,,
712,Lucca,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,4,0.0,29,6,1.08,141609,SAO,False,lucca,276,Lucca,Lucca Marques Alencar,0.68,5,,,1.0,4.0,,,5.0,,1.0,,,,,,,,,,,
713,J. Pedro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,0,0.0,29,6,1.0,141610,SAO,False,joao-pedro,276,João Pedro,João Pedro Pantiga Gomes,0.0,1,,,,,,,,,,,,,,,,,,,,
714,Maik,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.5,3,0.09,29,7,6.44,141611,SAO,True,maik,276,Maik,Maik Gomes Viegas,7.57,2,,2.0,8.0,7.0,,1.0,2.0,1.0,,1.0,,,,,,,,,,
715,Paulinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,0,0.0,29,6,1.0,141614,SAO,False,paulinho,276,Paulinho,Paulo Sérgio Venuto Bezerra,0.0,5,,,,,,,,,,,,,,,,,,,,
716,P. Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,0,0.0,29,6,1.0,141615,SAO,False,pedro-ferreira,276,Pedro Ferreira,Pedro Henrique Ferreira da Silva,0.0,4,,,,,,,,,,,,,,,,,,,,
717,P. Lúcio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,0,0.0,29,6,1.0,141628,FLA,False,pablo-lucio,262,Pablo Lúcio,Pablo Lúcio,0.0,4,,,,,,,,,,,,,,,,,,,,
718,F. Costa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,0,0.0,29,6,1.0,141643,RBB,False,fernando-costa,280,Fernando Costa,Fernando Henrique Pires Costa,0.0,1,,,,,,,,,,,,,,,,,,,,
719,Zappelini,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,0,0.0,29,6,1.0,141751,BOT,False,zappelini,263,Zappelini,Cauã Zappelini Joaquim,0.0,4,,,,,,,,,,,,,,,,,,,,
720,G. Bontempo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,20,-0.29,29,6,5.38,141754,SAN,True,gabriel-bontempo,277,Gabriel Bontempo,Gabriel Morais Silva Bontempo,2.93,4,1.0,1.0,25.0,11.0,,4.0,18.0,1.0,,,,,,,,,,,,
721,F. Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.9,23,-0.09,29,7,6.73,141763,CEA,True,fabiano-souza,354,Fabiano Souza,Fabiano Josué de Souza Silva,4.1,2,,5.0,30.0,36.0,1.0,5.0,30.0,,,9.0,,,,,,,,,,
722,Athyrson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,0,0.0,29,6,1.0,141771,RBB,False,athyrson,280,Athyrson,Athyrson Ferreira Prates,0.0,5,,,,,,,,,,,,,,,,,,,,
723,G. Henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,0,0.0,29,6,1.0,141776,SAN,False,gustavo-henrique,277,Gustavo Henrique,Gustavo Henrique Pereira,0.0,4,,,,,,,,,,,,,,,,,,,,
724,Kauan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,0,0.0,29,6,1.0,141795,VIT,False,kauan,287,Kauan,Kauan Santos Neves Coutinho,0.0,3,,,,,,,,,,,,,,,,,,,,
725,Guilherme,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,6,0.0,29,6,2.75,141806,CEA,False,guilherme,354,Guilherme,Guilherme Luiz Oliveira da Silva,1.53,5,,1.0,5.0,6.0,1.0,1.0,5.0,,,,,,,,,,,,,
726,V. Lira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,0,0.0,29,6,3.0,141868,SAN,False,vinicius-lira,277,Vinicius Lira,Vinicius Rodrigues Lira,0.0,2,,,,,,,,,,,,,,,,,,,,
727,Jacaré,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,0,0.0,29,6,1.0,141873,COR,False,jacare,264,Jacaré,João Vitor Barros Silva,0.0,2,,,,,,,,,,,,,,,,,,,,
728,Dedé,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,0,0.0,29,6,1.0,141874,SPT,False,dede,292,Dedé,Josenildo José dos Santos Neto,0.0,4,,,,,,,,,,,,,,,,,,,,
729,Dieguinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,7,0.0,29,6,1.66,141995,COR,False,dieguinho,264,Dieguinho,Diego da Cruz Lopes,1.16,4,,,3.0,1.0,,3.0,3.0,,,,,,,,,,,,,
730,J. Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,13,0.0,29,6,4.02,141996,SPT,False,joao-silva,292,João Silva,João Pedro Eira Antunes da Silva,2.28,3,,1.0,9.0,11.0,2.0,2.0,3.0,,1.0,3.0,,,,,,,,,,
731,Amuzu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.5,15,-0.61,29,6,4.74,142004,GRE,True,amuzu,284,Amuzu,Francis Amuzu,2.93,5,1.0,2.0,4.0,7.0,5.0,11.0,13.0,2.0,2.0,,,,,,,,,,,
732,G. Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,0,0.0,29,6,1.0,142047,CEA,False,gabriel-silva,354,Gabriel Silva,Gabriel Silva Rocha,0.0,3,,,,,,,,,,,,,,,,,,,,
733,B. Alves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,0,0.0,29,6,1.0,142049,CRU,False,bruno-alves,283,Bruno Alves,Bruno Ferreira Alves,0.0,3,,,,,,,,,,,,,,,,,,,,
734,K. Toledo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,0,0.0,29,6,1.0,142086,BOT,False,kauan-toledo,263,Kauan Toledo,Kauan Almeida Toledo,0.0,5,,,,,,,,,,,,,,,,,,,,
735,M. Eráclito,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,0,0.0,29,6,1.0,142130,CRU,False,marcelo-eraclito,283,Marcelo Eráclito,Marcelo Eráclito de Souza Filho,0.0,1,,,,,,,,,,,,,,,,,,,,
736,L. Eduardo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,0,0.0,29,6,2.0,142257,GRE,False,luis-eduardo,284,Luis Eduardo,Luis Eduardo Guedes de Souza,0.0,3,,,,,,,,,,,,,,,,,,,,
737,Jeferson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,0,0.0,29,6,1.0,142261,GRE,False,jeferson,284,Jeferson,Jeferson Borges dos Santos,0.0,5,,,,,,,,,,,,,,,,,,,,
738,Dell,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,0,0.0,29,6,1.0,142265,BAH,False,dell,265,Dell,Wendeson Wanderley Santos de Melo,0.0,5,,,,,,,,,,,,,,,,,,,,
739,Z. Henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,0,0.0,29,6,1.0,142268,JUV,False,ze-henrique,286,Zé Henrique,José Henrique Camargo,0.0,1,,,,,,,,,,,,,,,,,,,,
740,N. Moreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6.7,26,0.72,29,7,8.62,142279,VAS,True,nuno-moreira,267,Nuno Moreira,Nuno Gonçalo Rocha Moreira,4.8,5,4.0,2.0,22.0,14.0,8.0,6.0,32.0,6.0,6.0,,,,,,,,,,,
741,W. Papaterra,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,0,0.0,29,6,2.0,142445,VIT,False,wanderson-papaterra,287,Wanderson Papaterra,Wanderson Papaterra Matos,0.0,4,,,,,,,,,,,,,,,,,,,,
742,Barrera,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,1,0.0,29,6,4.79,142484,BOT,False,barrera,263,Barrera,Jordan Andrés Barrera Herrera,0.5,4,,,,,,,1.0,,,,,,,,,,,,,
743,R. Jr.,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,7,-0.18,29,6,1.99,142867,SAN,True,robinho-jr,277,Robinho Jr.,Robson de Souza Júnior,1.05,5,,,3.0,1.0,,2.0,3.0,,,,,,,,,,,,,
744,Montoro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,10,0.0,29,5,9.6,142890,BOT,False,montoro,263,Montoro,Álvaro Montoro,5.16,4,2.0,3.0,15.0,7.0,4.0,3.0,12.0,1.0,,,1.0,,,,,,,,,
745,Salvador,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,0,0.0,29,6,1.0,143040,FOR,False,salvador,356,Salvador,Eduardo Salvador Correia,0.0,1,,,,,,,,,,,,,,,,,,,,
746,G. Abdias,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,0,0.0,29,6,1.0,143072,BOT,False,gabriel-abdias,263,Gabriel Abdias,Gabriel da Silva Abdias,0.0,2,,,,,,,,,,,,,,,,,,,,
747,M. Palermo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.39,7,-0.19,29,7,10.41,143194,FOR,True,martin-palermo,356,Martín Palermo,Martín Palermo,5.4,6,,,,,,,,,,,,,,,,3.0,,,,
748,Wendell,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,1,0.0,29,6,1.83,143253,VIT,False,wendell,287,Wendell,Wendell dos Santos Sacramento,2.5,5,,,1.0,,,,2.0,,,,,,,,,,,,,
749,K. Vitor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,0,0.0,29,6,1.0,143255,VIT,False,kauan-vitor,287,Kauan Vitor,Kauan Vitor Silva Ferreira de Melo,0.0,5,,,,,,,,,,,,,,,,,,,,
750,Joshua,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,0,0.0,29,6,2.0,143295,FLA,False,joshua,262,Joshua,Caio Joshua Lana de Andrade,0.0,4,,,,,,,,,,,,,,,,,,,,
