"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FS","PE","RB","SG","DD","GS","A","FD","FF","G","I","FT","CV","GC","PP","DP"
"430","Fábio Gonçalves","Fabinho","https://s.glbimg.com/es/sde/f/2016/05/10/41bf16a10372662163a828bfbe7880d6_FORMATO.png",80393,5,285,"mei","Dúvida",1,7.12,-1.41,4.52,5,NA,9,9,9,14,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"431","João Ricardo Riedi","João Ricardo","https://s.glbimg.com/es/sde/f/2016/05/09/a0bbd0dab2d8ed42d0781ece46879c2f_FORMATO.png",81881,5,327,"gol","Provável",-4.3,4.96,-2.27,0.46,5,NA,NA,NA,9,NA,NA,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Matheus Francisco Inácio","Matheus Inácio","https://s.glbimg.com/es/sde/f/2016/05/01/30cf7f0a43eef63c3dbb3271836e65c7_FORMATO.png",80394,5,303,"gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2016/05/09/a2bc2cdd8b33a4aaa476ae435462e576_FORMATO.png",81898,5,327,"mei","Nulo",0,9.12,0,3.4,1,NA,NA,2,4,NA,NA,NA,NA,NA,2,3,NA,1,NA,NA,NA,NA,NA
"434","Jefferson Nogueira Junior","Jefferson","https://s.glbimg.com/es/sde/f/2016/04/29/faecdfd52dc96287891cb66037b09f3d_FORMATO.png",81950,5,316,"mei","Nulo",0,7.18,0,4.65,2,NA,2,3,10,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Maicon da Silva Macedo","Maicon Silva","https://s.glbimg.com/es/sde/f/2016/05/01/7ba6e1abd795a473cd928b489b23352a_FORMATO.png",80431,5,287,"lat","Nulo",-2,1.1,-0.77,-0.45,2,1,3,2,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Igor de Carvalho Julião","Igor Julião","https://s.glbimg.com/es/sde/f/2012/12/20/049b84ad12c0803942494f689870b743_FORMATO.jpeg",81951,5,266,"lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Renato Augusto Santos Junior","Renato","https://s.glbimg.com/es/sde/f/2016/05/24/db54a7b57cc179f65dbfb93f3227f966_FORMATO.png",80576,5,316,"mei","Nulo",-1.3,3.5,-1.5,-1.3,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Adilson dos Anjos Oliveira","Juninho","https://s.glbimg.com/es/sde/f/2016/05/25/e3006a21089ee8ff85bbb74e25ac3a76_FORMATO.jpeg",82381,5,327,"mei","Nulo",0,3.59,0,1.7,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Weverton Almeida Santos","Ferrugem","https://s.glbimg.com/es/sde/f/2016/04/29/690d34559cb8d9e8163e4ea19e69d556_FORMATO.png",82128,5,316,"mei","Provável",1,2.92,0.2,0.82,5,1,7,7,17,5,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"440","Marlon Santos da Silva Barbosa","Marlon Santos","https://s.glbimg.com/es/sde/f/2016/04/29/cc3b324e19a695a99c4e135c6ea837fe_FORMATO.png",80538,5,266,"zag","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Marcos Garbellotto Pedroso","Marquinhos Pedroso","https://s.glbimg.com/es/sde/f/2016/04/29/37de3a15f91ef726f1204ad48c4d31c4_FORMATO.png",80552,5,316,"lat","Provável",3.9,7.93,0.13,3.38,5,1,17,6,25,7,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2016/02/16/2608fd0d57c9b48d76dc8cc1eb249d06_FORMATO.png",82411,5,276,"ata","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Luiz de Araujo Guimaraes Neto","Luiz Araújo",NA,82627,5,276,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Pedro Tonon Geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2016/04/30/18ff4912170bfa6b768c963fe382259d_FORMATO.png",80853,5,284,"zag","Provável",1.1,19.62,-1.05,6.3,5,1,9,4,15,10,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"445","Lucas Rafael Araujo Lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2016/05/01/99227d881a9f127bce3c284290295f02_FORMATO.png",80583,5,277,"mei","Nulo",0,20.03,0,0,1,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Otávio Henrique Passos Santos","Otávio","https://s.glbimg.com/es/sde/f/2016/04/26/e6f18e8db36b5cd2a6dfdb55d33b54bb_FORMATO.png",82463,5,293,"mei","Provável",4.7,14.45,0.14,2.1,5,NA,11,5,6,8,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"447","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2016/04/28/de16cbb2364fc968c073acdc06dedf33_FORMATO.png",82469,5,283,"ata","Nulo",0,4.99,0,2.02,4,1,2,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA
"448","Geirton Marques Aires","Gegê","https://s.glbimg.com/es/sde/f/2016/05/20/0e39c7e6b5d2a8e4dbec105caa7d7ab8_FORMATO.png",82474,5,263,"mei","Nulo",0,5.76,0,1.1,1,NA,1,NA,6,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"449","César Henrique Martins","César Martins","https://s.glbimg.com/es/sde/f/2016/04/20/4e6efee24b28c19cfc465c7b37db52e5_FORMATO.png",82403,5,262,"zag","Provável",3.8,3.87,1.41,-0.35,2,1,1,NA,13,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"450","Mayke Rocha de Oliveira","Mayke","https://s.glbimg.com/es/sde/f/2016/04/29/c5a87a4a3a57683de818658384dace69_FORMATO.png",81150,5,283,"lat","Nulo",0,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Jair Rodrigues Júnior","Jair","https://s.glbimg.com/es/sde/f/2016/05/30/73bc4e0ece2cb92c6f184604d5960f46_FORMATO.png",81091,5,285,"mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Christiano Andrey de Araujo Vieira","Christiano ","https://s.glbimg.com/es/sde/f/2016/05/01/506e76fc0cfd0d0814362b729d1cd678_FORMATO.png",82499,5,292,"lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Johnath Marlone Azevedo da Silva","Marlone","https://s.glbimg.com/es/sde/f/2016/04/28/e9ebab6fd2406ef83d5358e1e50028db_FORMATO.png",80944,5,264,"mei","Dúvida",0,2.88,0,0.3,3,NA,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"454","Moisés Wolschick","Moisés","https://s.glbimg.com/es/sde/f/2016/04/30/c10a6a6dfa21489038a8138616614f09_FORMATO.png",82567,5,284,"mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Oswaldo José Henríquez Bocanegra","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_FORMATO.png",81241,5,292,"zag","Contundido",0,5.58,0,0.57,3,NA,8,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2016/05/09/8d1e5357a150ae34a3e7f1235bf81f8a_FORMATO.png",81223,5,282,"zag","Nulo",0,5.98,0,-0.4,1,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Gabriel da Silva Esteves","Gabriel Esteves","https://s.glbimg.com/es/sde/f/2016/05/25/3f0f49fb8526d4153acbc8140a8a33db_FORMATO.png",82570,5,316,"ata","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Josué de Oliveira Almeida","Josué","https://s.glbimg.com/es/sde/f/2016/05/01/443cd145ec9c00b3135b3ffe62d9cd00_FORMATO.png",81543,5,287,"zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Alan Henrique Costa","Alan Costa","https://s.glbimg.com/es/sde/f/2016/04/30/6ab4cc488e1e76a79e7bd2c9419cf600_FORMATO.png",82613,5,285,"zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2016/05/09/9cc66ac9c0e3b1aa96f2a58610743699_FORMATO.png",81682,5,282,"mei","Nulo",0,12.74,0,6.95,2,1,3,2,9,NA,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,NA
"461","Marcos Moreira de Souza","Marquinho","https://s.glbimg.com/es/sde/f/2016/05/20/eab05296da7ec6ea2e1a98455d250512_FORMATO.png",82584,5,263,"mei","Nulo",0,2.1,0,-0.05,2,NA,3,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2016/05/09/30b9de471ace5f9a5652b40f9530ef64_FORMATO.png",81770,5,282,"ata","Contundido",0,7.79,0,0.8,3,NA,1,3,20,2,NA,NA,NA,NA,1,5,NA,1,NA,NA,NA,NA,NA
"463","Bruno dos Santos Nazário","Bruno Nazário","https://s.glbimg.com/es/sde/f/2016/04/28/b4a45b36ada00cfc0463d86b634ac479_FORMATO.png",81776,5,283,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Marcelo Hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2016/04/30/496cbddd535f78e8860bfc0028862e34_FORMATO.png",82639,5,284,"lat","Provável",-4.5,5.47,-2.63,4.87,3,2,6,4,13,5,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Artur Jesus Vieira","Artur","https://s.glbimg.com/es/sde/f/2016/05/09/3f34ac5ab5956cf642adcc0a9430a215_FORMATO.png",82740,5,327,"zag","Provável",1.4,2.15,-0.65,0.92,5,2,9,1,7,6,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"466","Cláudio Prates","Cláudio Prates","https://s.glbimg.com/es/sde/f/2016/06/03/aadf1e6a5728e9f9ac4e068ecf1d1d9b_FORMATO.png",81794,5,327,"tec","Provável",0,5.19,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Victor Neves Rangel","Victor Rangel","https://s.glbimg.com/es/sde/f/2016/05/09/0f00d98df560fe7a979c2ce99e9eac49_FORMATO.png",82653,5,327,"ata","Contundido",0,8.22,0,6.97,3,NA,3,5,7,2,NA,NA,NA,NA,1,3,2,1,NA,NA,NA,NA,NA
"468","Hyuri Henrique de Oliveira Costa","Hyuri","https://s.glbimg.com/es/sde/f/2016/04/26/3d46e04733571b02d6699820588895f2_FORMATO.png",82758,5,282,"ata","Nulo",-0.3,7.09,-0.38,2.08,5,NA,7,7,3,6,NA,NA,NA,NA,1,3,NA,4,NA,NA,NA,NA,NA
"469","Duvier Riacos Barahona","Riascos","https://s.glbimg.com/es/sde/f/2016/05/24/3375caefc2da2a8fd5f0c15e9a3e534b_FORMATO.png",83189,5,283,"ata","Provável",4.5,7.01,0.98,2.1,2,NA,5,1,1,2,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA
"470","Gabriel Barbosa Almeida","Gabriel","https://s.glbimg.com/es/sde/f/2016/05/01/1483ff1b3cb82fa23bc8625656564b18_FORMATO.png",83257,5,277,"ata","Nulo",0,9.43,0,0.75,2,NA,3,7,7,1,NA,NA,NA,NA,1,2,NA,5,NA,NA,NA,NA,NA
"471","Lucas Ramon Batista da Silva","Lucas Ramon ","https://s.glbimg.com/es/sde/f/2016/05/01/bafbecebe3692e0610f0e3ab65f02a72_FORMATO.png",82775,5,344,"lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Vinícius Vasconcelos Araújo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2016/05/01/ad2cb78ecf2e8ddb976e491438cc78f8_FORMATO.png",82767,5,292,"ata","Nulo",0,3.27,0,0.4,3,1,1,3,8,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"473","Marcos Danilo Padilha","Danilo","https://s.glbimg.com/es/sde/f/2016/04/27/6f07190dc03d02b2df374830099da945_FORMATO.png",82768,5,315,"gol","Provável",-2,15.01,-1.07,1.46,5,1,NA,1,4,NA,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"474","Anderson José Lopes de Souza","Anderson Lopes","https://s.glbimg.com/es/sde/f/2016/05/13/7f18d7737c40460684eeb2cdc9a65d55_FORMATO.png",83335,5,293,"ata","Nulo",0,3.14,0,0.55,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Pedro de Souza Botelho","Pedrinho","https://s.glbimg.com/es/sde/f/2016/05/01/ad8c9a2d404264ecc15726b1e07f3cc6_FORMATO.png",83434,5,344,"mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Marcos Guilherme de Almeida Santos Matos","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2016/04/26/4edf2fe2122c60e8461ad1669f42eeb4_FORMATO.png",83266,5,293,"mei","Nulo",-0.1,2.97,-0.65,-0.3,2,NA,3,2,5,1,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA
"477","Ruy Franco de Almeida Junior","Ruy","https://s.glbimg.com/es/sde/f/2016/04/28/d46da2e3d940bad03f67a1bbc17e4718_FORMATO.png",82939,5,294,"mei","Nulo",3.8,6.15,0.19,3.03,3,NA,2,2,13,5,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"478","Guilherme Parede Pinheiro","Guilherme Parede","https://s.glbimg.com/es/sde/f/2016/04/28/bef36ee3573f1accba8549d63ff559b6_FORMATO.png",83438,5,294,"ata","Nulo",0,3.87,0,1.7,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Nixon Darlanio Reis Cardoso","Nixon","https://s.glbimg.com/es/sde/f/2016/04/20/621e77fb815325d47efca6e1d9d7dc82_FORMATO.png",80913,5,262,"ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Gustavo Ermel","Ermel","https://s.glbimg.com/es/sde/f/2016/05/25/bb6bae4f586b462906e3f29a28de9540_FORMATO.jpeg",82952,5,316,"ata","Provável",12.9,11.15,3.11,5.3,5,NA,5,13,8,4,NA,NA,NA,1,3,3,1,NA,NA,NA,NA,NA,NA
"481","Luan José Niedzielsk","Luan","https://s.glbimg.com/es/sde/f/2016/04/29/991a0d7a9b4600fa1498460e55dcf6cf_FORMATO.png",83688,5,316,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Mateus Lucena dos Santos","Caramelo","https://s.glbimg.com/es/sde/f/2016/05/01/8f419b351f8119eae16605261ac1a57c_FORMATO.png",83760,5,276,"lat","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2016/05/20/f7254d3464752fd4562b0633482ac07d_FORMATO.png",83772,5,263,"ata","Dúvida",2.1,8.24,0.2,4.08,5,NA,2,9,9,6,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA
"484","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2016/05/01/f9b2365ceb3a8b49fa3e7474bce9bc75_FORMATO.png",83786,5,344,"zag","Provável",0,4.53,0,1.5,3,1,4,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2016/05/01/ee2bbc2d201da1f57fd63840dc837cc5_FORMATO.png",83615,5,275,"zag","Provável",-0.5,12.89,-0.93,3.44,5,2,10,6,6,4,2,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA
"486","Alisson Machado dos Santos","Alisson","https://s.glbimg.com/es/sde/f/2016/04/29/62a319099b372f78878a9b8a178058c5_FORMATO.png",84266,5,316,"gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Lucas Cavalcante Silva Afonso","Lucão","https://s.glbimg.com/es/sde/f/2016/05/01/48f192fdba1691586d6a2bfd42288481_FORMATO.png",84554,5,276,"zag","Provável",0.2,11.04,-0.99,4.23,3,NA,2,2,5,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"488","Matheus Gonçalves Sávio","Matheus Sávio","https://s.glbimg.com/es/sde/f/2016/04/20/042079613fc2db314e0a12801f8eb3c8_FORMATO.png",91264,5,262,"ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Dierson Júnior Kuhn","Dierson","https://s.glbimg.com/es/sde/f/2016/05/20/933442bb56211b4777e5912e82f6fa40_FORMATO.png",91222,5,263,"mei","Dúvida",2.2,2.93,-0.07,2.2,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Braian Damián Rodríguez Carballo","Braian Rodríguez","https://s.glbimg.com/es/sde/f/2016/04/30/187fcea58b0a033a7a38153dfeef9772_FORMATO.png",83028,5,284,"ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2016/04/30/95ffa84036badf598890bde1fdacd802_FORMATO.png",83048,5,284,"zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2016/05/01/66db511d5e1f4776c5d9ed74ddbf545b_FORMATO.png",83817,5,303,"mei","Provável",15.5,4.46,3.69,3,4,1,5,4,8,2,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA
"493","Octávio Merlo Manteca","Octávio","https://s.glbimg.com/es/sde/f/2016/05/20/129d4e68bd51330434b88e0bd0e2bcdf_FORMATO.png",84324,5,263,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Lucas Estella Perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2016/05/01/33edb005bdd244f616d094e71ba6c3a8_FORMATO.png",91260,5,276,"gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Glauco Tadeu Chaves","Glauco","https://s.glbimg.com/es/sde/f/2016/05/09/2cac99f5583c416743d60a51fb0d18f2_FORMATO.png",84555,5,327,"gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Anderson Vieira de Oliveira","Sinho","https://s.glbimg.com/es/sde/f/2016/05/01/10b258e31e55c2556e5fba4d2ecd5ae5_FORMATO.png",91387,5,292,"lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2016/05/09/fe0bea834eb17fabedce79806e5e56b4_FORMATO.png",84382,5,327,"lat","Provável",8.1,4.45,1.98,2.18,5,1,4,4,21,3,NA,NA,NA,NA,4,3,1,NA,NA,NA,NA,NA,NA
"498","Marciel Silva da Silva","Marciel","https://s.glbimg.com/es/sde/f/2016/04/29/fe41e6320c63045376a7254afe774d06_FORMATO.png",91714,5,283,"mei","Nulo",0.6,2.48,-0.52,0.6,1,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Adryelson Shawann Lima Silva","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,5,292,"zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2016/04/29/d328bc38f626e4c61d12bf5c25f4658c_FORMATO.png",84558,5,283,"mei","Provável",4.9,1.65,0.69,0.6,2,NA,8,1,4,6,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"501","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2016/05/01/16f4da431bfc997fec158ecfb9c186a1_FORMATO.png",84585,5,275,"mei","Nulo",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Lucas Gomes da Silva","Lucas Gomes","https://s.glbimg.com/es/sde/f/2016/04/27/8f50d49f6a99adb1e99c806d1f483b87_FORMATO.png",84684,5,315,"ata","Provável",12,10.41,2.79,4.72,5,NA,7,13,20,5,NA,NA,NA,1,4,3,1,2,NA,NA,NA,NA,NA
"503"," João Pedro Heinen Silva","João Pedro","https://s.glbimg.com/es/sde/f/2016/04/26/2bd76d163ae9eb94cd86282749895a79_FORMATO.png",91687,5,293,"mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Fernando Omar Barrientos","Barrientos","https://s.glbimg.com/es/sde/f/2016/05/13/bb398c2cdac6b824f4778b4ba74916c4_FORMATO.png",85984,5,293,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Jacsson Antônio Wichnovski","Jacsson","https://s.glbimg.com/es/sde/f/2016/05/30/e2893da2338403ab9443530bd37a4a19_FORMATO.png",91710,5,285,"gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Tagueu Tadjo Diederrick Joel","Joel","https://s.glbimg.com/es/sde/f/2016/05/01/cb0f6faa775937eb5f0d68afc0ba2252_FORMATO.png",82787,5,277,"ata","Provável",-0.3,5.36,-0.65,2.27,4,NA,3,5,6,2,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA
"507","Wesley Natã Wachholz","Wesley Natã","https://s.glbimg.com/es/sde/f/2016/05/13/8653785c7505502ef7563836f577017a_FORMATO.png",91743,5,315,"ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Juan Manuel Salgueiro","Salgueiro","https://s.glbimg.com/es/sde/f/2016/05/20/811a7420963bf1802a706c535821e38a_FORMATO.png",84592,5,263,"ata","Dúvida",-0.3,6.11,-0.2,1.67,4,1,4,1,14,5,NA,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA
"509","Diego Ferreira Matheus","Diego","https://s.glbimg.com/es/sde/f/2016/05/20/765fe7f46128eaa6c091ab1929141074_FORMATO.png",91783,5,263,"lat","Provável",1.5,2.73,-0.27,1.5,1,NA,1,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2016/04/26/fd989b79b53823a7699ecc9662a7b74a_FORMATO.png",84851,5,282,"mei","Provável",2.1,5.67,0.36,1.8,3,1,10,5,2,4,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"511","Caíque França Godoy","Caíque França","https://s.glbimg.com/es/sde/f/2016/04/28/4b89134138fb6ba402a44141ed432198_FORMATO.png",91808,5,264,"gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2016/05/01/9d77b7b8de884f6ca9e47e4af829f114_FORMATO.png",84848,5,275,"ata","Nulo",0,3.84,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2016/04/28/f00d8093b5e7456cf5ee94161c8b7bda_FORMATO.png",90535,5,283,"mei","Nulo",0,1.12,0,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"514","Silas Araújo da Silva","Silas","https://s.glbimg.com/es/sde/f/2015/05/09/0ad86f83590d595cc055c3696c0c0fc6_FORMATO.jpeg",91916,5,285,"mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2016/04/29/73d2f99789d49931c8deea3969a3c2c3_FORMATO.png",84927,5,316,"mei","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Adniellyson da Silva Oliveira","Silva","https://s.glbimg.com/es/sde/f/2016/04/30/391ddcd13c6100152201590a5c2e2157_FORMATO.png",91917,5,285,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
